,Flight Number,Onward/Return,Companies,Destination From,Destination to,Departure time,Arrival Time,Ticket Type,Class,Currency,Base Fare,Airline Taxes,Total Amount
219,1002,Return,Qatar Airways,DOH,DXB,2015-10-31T0100,2015-10-31T0310,E,N,SGD,614.0,231.0,845.0
220,1005,Onward,Qatar Airways,DXB,DOH,2015-10-22T0730,2015-10-22T0740,E,N,SGD,614.0,231.0,845.0
221,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
222,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
223,1020,Return,Qatar Airways,DOH,DXB,2015-10-30T2359,2015-10-31T0210,E,N,SGD,614.0,231.0,845.0
224,1005,Onward,Qatar Airways,DXB,DOH,2015-10-22T0730,2015-10-22T0740,E,N,SGD,614.0,231.0,845.0
225,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
226,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
227,1032,Return,Qatar Airways,DOH,DWC,2015-10-31T0135,2015-10-31T0340,E,N,SGD,614.0,231.0,845.0
228,1005,Onward,Qatar Airways,DXB,DOH,2015-10-22T0730,2015-10-22T0740,E,N,SGD,614.0,231.0,845.0
229,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
230,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
231,1000,Return,Qatar Airways,DOH,DXB,2015-10-30T0700,2015-10-30T0910,E,N,SGD,614.0,231.0,845.0
232,1005,Onward,Qatar Airways,DXB,DOH,2015-10-22T0730,2015-10-22T0740,E,N,SGD,614.0,231.0,845.0
233,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
234,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
235,1024,Return,Qatar Airways,DOH,DXB,2015-10-30T0600,2015-10-30T0810,E,N,SGD,614.0,231.0,845.0
236,1005,Onward,Qatar Airways,DXB,DOH,2015-10-22T0730,2015-10-22T0740,E,N,SGD,614.0,231.0,845.0
237,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
238,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
239,1028,Return,Qatar Airways,DOH,DWC,2015-10-30T0550,2015-10-30T0755,E,N,SGD,614.0,231.0,845.0
240,1011,Onward,Qatar Airways,DXB,DOH,2015-10-22T1530,2015-10-22T1540,E,N,SGD,614.0,231.0,845.0
241,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
242,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
243,1020,Return,Qatar Airways,DOH,DXB,2015-10-30T2359,2015-10-31T0210,E,N,SGD,614.0,231.0,845.0
244,1011,Onward,Qatar Airways,DXB,DOH,2015-10-22T1530,2015-10-22T1540,E,N,SGD,614.0,231.0,845.0
245,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
246,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
247,1028,Return,Qatar Airways,DOH,DWC,2015-10-30T0550,2015-10-30T0755,E,N,SGD,614.0,231.0,845.0
248,1013,Onward,Qatar Airways,DXB,DOH,2015-10-22T1830,2015-10-22T1840,E,N,SGD,614.0,231.0,845.0
249,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
250,831,Return,Qatar Airways,BKK,DOH,2015-10-30T0835,2015-10-30T1135,E,N,SGD,614.0,231.0,845.0
251,1016,Return,Qatar Airways,DOH,DXB,2015-10-30T1300,2015-10-30T1510,E,N,SGD,614.0,231.0,845.0
252,1013,Onward,Qatar Airways,DXB,DOH,2015-10-22T1830,2015-10-22T1840,E,N,SGD,614.0,231.0,845.0
253,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
254,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
255,1002,Return,Qatar Airways,DOH,DXB,2015-10-31T0100,2015-10-31T0310,E,N,SGD,614.0,231.0,845.0
256,1013,Onward,Qatar Airways,DXB,DOH,2015-10-22T1830,2015-10-22T1840,E,N,SGD,614.0,231.0,845.0
257,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
258,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
259,1004,Return,Qatar Airways,DOH,DXB,2015-10-31T0200,2015-10-31T0410,E,N,SGD,614.0,231.0,845.0
260,1013,Onward,Qatar Airways,DXB,DOH,2015-10-22T1830,2015-10-22T1840,E,N,SGD,614.0,231.0,845.0
261,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
262,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
263,1032,Return,Qatar Airways,DOH,DWC,2015-10-31T0135,2015-10-31T0340,E,N,SGD,614.0,231.0,845.0
264,1013,Onward,Qatar Airways,DXB,DOH,2015-10-22T1830,2015-10-22T1840,E,N,SGD,614.0,231.0,845.0
265,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
266,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
267,1002,Return,Qatar Airways,DOH,DXB,2015-10-31T0100,2015-10-31T0310,E,N,SGD,614.0,231.0,845.0
268,1013,Onward,Qatar Airways,DXB,DOH,2015-10-22T1830,2015-10-22T1840,E,N,SGD,614.0,231.0,845.0
269,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
270,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
271,1020,Return,Qatar Airways,DOH,DXB,2015-10-30T2359,2015-10-31T0210,E,N,SGD,614.0,231.0,845.0
272,1013,Onward,Qatar Airways,DXB,DOH,2015-10-22T1830,2015-10-22T1840,E,N,SGD,614.0,231.0,845.0
273,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
274,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
275,1032,Return,Qatar Airways,DOH,DWC,2015-10-31T0135,2015-10-31T0340,E,N,SGD,614.0,231.0,845.0
276,1013,Onward,Qatar Airways,DXB,DOH,2015-10-22T1830,2015-10-22T1840,E,N,SGD,614.0,231.0,845.0
277,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
278,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
279,1000,Return,Qatar Airways,DOH,DXB,2015-10-30T0700,2015-10-30T0910,E,N,SGD,614.0,231.0,845.0
280,1013,Onward,Qatar Airways,DXB,DOH,2015-10-22T1830,2015-10-22T1840,E,N,SGD,614.0,231.0,845.0
281,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
