,Flight Number,Onward/Return,Companies,Destination From,Destination to,Departure time,Arrival Time,Ticket Type,Class,Currency,Base Fare,Airline Taxes,Total Amount
509,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
510,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
511,1032,Return,Qatar Airways,DOH,DWC,2015-10-31T0135,2015-10-31T0340,E,N,SGD,614.0,231.0,845.0
512,1033,Onward,Qatar Airways,DWC,DOH,2015-10-22T0545,2015-10-22T0550,E,N,SGD,614.0,231.0,845.0
513,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
514,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
515,1002,Return,Qatar Airways,DOH,DXB,2015-10-31T0100,2015-10-31T0310,E,N,SGD,614.0,231.0,845.0
516,1033,Onward,Qatar Airways,DWC,DOH,2015-10-22T0545,2015-10-22T0550,E,N,SGD,614.0,231.0,845.0
517,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
518,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
519,1020,Return,Qatar Airways,DOH,DXB,2015-10-30T2359,2015-10-31T0210,E,N,SGD,614.0,231.0,845.0
520,1033,Onward,Qatar Airways,DWC,DOH,2015-10-22T0545,2015-10-22T0550,E,N,SGD,614.0,231.0,845.0
521,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
522,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
523,1032,Return,Qatar Airways,DOH,DWC,2015-10-31T0135,2015-10-31T0340,E,N,SGD,614.0,231.0,845.0
524,1033,Onward,Qatar Airways,DWC,DOH,2015-10-22T0545,2015-10-22T0550,E,N,SGD,614.0,231.0,845.0
525,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
526,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
527,1000,Return,Qatar Airways,DOH,DXB,2015-10-30T0700,2015-10-30T0910,E,N,SGD,614.0,231.0,845.0
528,1033,Onward,Qatar Airways,DWC,DOH,2015-10-22T0545,2015-10-22T0550,E,N,SGD,614.0,231.0,845.0
529,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
530,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
531,1024,Return,Qatar Airways,DOH,DXB,2015-10-30T0600,2015-10-30T0810,E,N,SGD,614.0,231.0,845.0
532,1033,Onward,Qatar Airways,DWC,DOH,2015-10-22T0545,2015-10-22T0550,E,N,SGD,614.0,231.0,845.0
533,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
534,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
535,1028,Return,Qatar Airways,DOH,DWC,2015-10-30T0550,2015-10-30T0755,E,N,SGD,614.0,231.0,845.0
536,1035,Onward,Qatar Airways,DWC,DOH,2015-10-22T2330,2015-10-22T2335,E,N,SGD,614.0,231.0,845.0
537,836,Onward,Qatar Airways,DOH,BKK,2015-10-23T0215,2015-10-23T1240,E,N,SGD,614.0,231.0,845.0
538,831,Return,Qatar Airways,BKK,DOH,2015-10-30T0835,2015-10-30T1135,E,N,SGD,614.0,231.0,845.0
539,1016,Return,Qatar Airways,DOH,DXB,2015-10-30T1300,2015-10-30T1510,E,N,SGD,614.0,231.0,845.0
540,1035,Onward,Qatar Airways,DWC,DOH,2015-10-22T2330,2015-10-22T2335,E,N,SGD,614.0,231.0,845.0
541,836,Onward,Qatar Airways,DOH,BKK,2015-10-23T0215,2015-10-23T1240,E,N,SGD,614.0,231.0,845.0
542,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
543,1002,Return,Qatar Airways,DOH,DXB,2015-10-31T0100,2015-10-31T0310,E,N,SGD,614.0,231.0,845.0
544,1035,Onward,Qatar Airways,DWC,DOH,2015-10-22T2330,2015-10-22T2335,E,N,SGD,614.0,231.0,845.0
545,836,Onward,Qatar Airways,DOH,BKK,2015-10-23T0215,2015-10-23T1240,E,N,SGD,614.0,231.0,845.0
546,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
547,1004,Return,Qatar Airways,DOH,DXB,2015-10-31T0200,2015-10-31T0410,E,N,SGD,614.0,231.0,845.0
548,1035,Onward,Qatar Airways,DWC,DOH,2015-10-22T2330,2015-10-22T2335,E,N,SGD,614.0,231.0,845.0
549,836,Onward,Qatar Airways,DOH,BKK,2015-10-23T0215,2015-10-23T1240,E,N,SGD,614.0,231.0,845.0
550,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
551,1032,Return,Qatar Airways,DOH,DWC,2015-10-31T0135,2015-10-31T0340,E,N,SGD,614.0,231.0,845.0
552,1035,Onward,Qatar Airways,DWC,DOH,2015-10-22T2330,2015-10-22T2335,E,N,SGD,614.0,231.0,845.0
553,836,Onward,Qatar Airways,DOH,BKK,2015-10-23T0215,2015-10-23T1240,E,N,SGD,614.0,231.0,845.0
554,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
555,1002,Return,Qatar Airways,DOH,DXB,2015-10-31T0100,2015-10-31T0310,E,N,SGD,614.0,231.0,845.0
556,1035,Onward,Qatar Airways,DWC,DOH,2015-10-22T2330,2015-10-22T2335,E,N,SGD,614.0,231.0,845.0
557,836,Onward,Qatar Airways,DOH,BKK,2015-10-23T0215,2015-10-23T1240,E,N,SGD,614.0,231.0,845.0
558,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
559,1020,Return,Qatar Airways,DOH,DXB,2015-10-30T2359,2015-10-31T0210,E,N,SGD,614.0,231.0,845.0
560,1035,Onward,Qatar Airways,DWC,DOH,2015-10-22T2330,2015-10-22T2335,E,N,SGD,614.0,231.0,845.0
561,836,Onward,Qatar Airways,DOH,BKK,2015-10-23T0215,2015-10-23T1240,E,N,SGD,614.0,231.0,845.0
562,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
563,1032,Return,Qatar Airways,DOH,DWC,2015-10-31T0135,2015-10-31T0340,E,N,SGD,614.0,231.0,845.0
564,1035,Onward,Qatar Airways,DWC,DOH,2015-10-22T2330,2015-10-22T2335,E,N,SGD,614.0,231.0,845.0
565,836,Onward,Qatar Airways,DOH,BKK,2015-10-23T0215,2015-10-23T1240,E,N,SGD,614.0,231.0,845.0
566,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
567,1000,Return,Qatar Airways,DOH,DXB,2015-10-30T0700,2015-10-30T0910,E,N,SGD,614.0,231.0,845.0
568,1035,Onward,Qatar Airways,DWC,DOH,2015-10-22T2330,2015-10-22T2335,E,N,SGD,614.0,231.0,845.0
569,836,Onward,Qatar Airways,DOH,BKK,2015-10-23T0215,2015-10-23T1240,E,N,SGD,614.0,231.0,845.0
570,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
571,1024,Return,Qatar Airways,DOH,DXB,2015-10-30T0600,2015-10-30T0810,E,N,SGD,614.0,231.0,845.0
572,1035,Onward,Qatar Airways,DWC,DOH,2015-10-22T2330,2015-10-22T2335,E,N,SGD,614.0,231.0,845.0
573,836,Onward,Qatar Airways,DOH,BKK,2015-10-23T0215,2015-10-23T1240,E,N,SGD,614.0,231.0,845.0
574,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
575,1028,Return,Qatar Airways,DOH,DWC,2015-10-30T0550,2015-10-30T0755,E,N,SGD,614.0,231.0,845.0
576,1065,Onward,Qatar Airways,DXB,DOH,2015-10-22T1900,2015-10-22T1910,E,N,SGD,614.0,231.0,845.0
577,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
578,831,Return,Qatar Airways,BKK,DOH,2015-10-30T0835,2015-10-30T1135,E,N,SGD,614.0,231.0,845.0
579,1016,Return,Qatar Airways,DOH,DXB,2015-10-30T1300,2015-10-30T1510,E,N,SGD,614.0,231.0,845.0
580,1065,Onward,Qatar Airways,DXB,DOH,2015-10-22T1900,2015-10-22T1910,E,N,SGD,614.0,231.0,845.0
581,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
582,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
583,1002,Return,Qatar Airways,DOH,DXB,2015-10-31T0100,2015-10-31T0310,E,N,SGD,614.0,231.0,845.0
584,1065,Onward,Qatar Airways,DXB,DOH,2015-10-22T1900,2015-10-22T1910,E,N,SGD,614.0,231.0,845.0
585,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
586,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
587,1004,Return,Qatar Airways,DOH,DXB,2015-10-31T0200,2015-10-31T0410,E,N,SGD,614.0,231.0,845.0
588,1065,Onward,Qatar Airways,DXB,DOH,2015-10-22T1900,2015-10-22T1910,E,N,SGD,614.0,231.0,845.0
589,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
590,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
591,1032,Return,Qatar Airways,DOH,DWC,2015-10-31T0135,2015-10-31T0340,E,N,SGD,614.0,231.0,845.0
592,1065,Onward,Qatar Airways,DXB,DOH,2015-10-22T1900,2015-10-22T1910,E,N,SGD,614.0,231.0,845.0
593,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
594,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
595,1002,Return,Qatar Airways,DOH,DXB,2015-10-31T0100,2015-10-31T0310,E,N,SGD,614.0,231.0,845.0
596,1065,Onward,Qatar Airways,DXB,DOH,2015-10-22T1900,2015-10-22T1910,E,N,SGD,614.0,231.0,845.0
597,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
598,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
599,1020,Return,Qatar Airways,DOH,DXB,2015-10-30T2359,2015-10-31T0210,E,N,SGD,614.0,231.0,845.0
600,1065,Onward,Qatar Airways,DXB,DOH,2015-10-22T1900,2015-10-22T1910,E,N,SGD,614.0,231.0,845.0
601,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
602,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
603,1032,Return,Qatar Airways,DOH,DWC,2015-10-31T0135,2015-10-31T0340,E,N,SGD,614.0,231.0,845.0
604,1065,Onward,Qatar Airways,DXB,DOH,2015-10-22T1900,2015-10-22T1910,E,N,SGD,614.0,231.0,845.0
605,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
606,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
607,1000,Return,Qatar Airways,DOH,DXB,2015-10-30T0700,2015-10-30T0910,E,N,SGD,614.0,231.0,845.0
608,1065,Onward,Qatar Airways,DXB,DOH,2015-10-22T1900,2015-10-22T1910,E,N,SGD,614.0,231.0,845.0
609,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
610,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
611,1024,Return,Qatar Airways,DOH,DXB,2015-10-30T0600,2015-10-30T0810,E,N,SGD,614.0,231.0,845.0
612,1065,Onward,Qatar Airways,DXB,DOH,2015-10-22T1900,2015-10-22T1910,E,N,SGD,614.0,231.0,845.0
613,830,Onward,Qatar Airways,DOH,BKK,2015-10-22T2100,2015-10-23T0725,E,N,SGD,614.0,231.0,845.0
614,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
615,1028,Return,Qatar Airways,DOH,DWC,2015-10-30T0550,2015-10-30T0755,E,N,SGD,614.0,231.0,845.0
616,513,Onward,Gulf Air,DXB,BAH,2015-10-22T2335,2015-10-22T2350,E,O,SGD,583.0,294.8,877.8
617,150,Onward,Gulf Air,BAH,BKK,2015-10-23T0900,2015-10-23T2010,E,O,SGD,583.0,294.8,877.8
618,153,Return,Gulf Air,BKK,BAH,2015-10-30T2050,2015-10-31T0030,E,E,SGD,583.0,294.8,877.8
619,500,Return,Gulf Air,BAH,DXB,2015-10-31T0155,2015-10-31T0410,E,E,SGD,583.0,294.8,877.8
620,535,Onward,JetAirways,DXB,BOM,2015-10-22T1510,2015-10-22T2000,E,V,SGD,552.0,336.4,888.4
621,62,Onward,JetAirways,BOM,BKK,2015-10-23T0105,2015-10-23T0655,E,V,SGD,552.0,336.4,888.4
622,67,Return,JetAirways,BKK,BOM,2015-10-30T2135,2015-10-31T0035,E,S,SGD,552.0,336.4,888.4
623,580,Return,JetAirways,BOM,DXB,2015-10-31T0140,2015-10-31T0335,E,S,SGD,552.0,336.4,888.4
624,537,Onward,JetAirways,DXB,BOM,2015-10-22T1845,2015-10-22T2330,E,V,SGD,552.0,336.4,888.4
625,62,Onward,JetAirways,BOM,BKK,2015-10-23T0105,2015-10-23T0655,E,V,SGD,552.0,336.4,888.4
626,67,Return,JetAirways,BKK,BOM,2015-10-30T2135,2015-10-31T0035,E,S,SGD,552.0,336.4,888.4
627,580,Return,JetAirways,BOM,DXB,2015-10-31T0140,2015-10-31T0335,E,S,SGD,552.0,336.4,888.4
628,1019,Onward,Qatar Airways,DXB,DOH,2015-10-22T2230,2015-10-22T2240,E,S,SGD,664.0,231.0,895.0
629,834,Onward,Qatar Airways,DOH,BKK,2015-10-23T0140,2015-10-23T1205,E,S,SGD,664.0,231.0,895.0
630,831,Return,Qatar Airways,BKK,DOH,2015-10-30T0835,2015-10-30T1135,E,N,SGD,664.0,231.0,895.0
631,1016,Return,Qatar Airways,DOH,DXB,2015-10-30T1300,2015-10-30T1510,E,N,SGD,664.0,231.0,895.0
632,1027,Onward,Qatar Airways,DXB,DOH,2015-10-22T2130,2015-10-22T2140,E,S,SGD,664.0,231.0,895.0
633,834,Onward,Qatar Airways,DOH,BKK,2015-10-23T0140,2015-10-23T1205,E,S,SGD,664.0,231.0,895.0
634,831,Return,Qatar Airways,BKK,DOH,2015-10-30T0835,2015-10-30T1135,E,N,SGD,664.0,231.0,895.0
635,1016,Return,Qatar Airways,DOH,DXB,2015-10-30T1300,2015-10-30T1510,E,N,SGD,664.0,231.0,895.0
636,1035,Onward,Qatar Airways,DWC,DOH,2015-10-22T2330,2015-10-22T2335,E,S,SGD,664.0,231.0,895.0
637,834,Onward,Qatar Airways,DOH,BKK,2015-10-23T0140,2015-10-23T1205,E,S,SGD,664.0,231.0,895.0
638,831,Return,Qatar Airways,BKK,DOH,2015-10-30T0835,2015-10-30T1135,E,N,SGD,664.0,231.0,895.0
639,1016,Return,Qatar Airways,DOH,DXB,2015-10-30T1300,2015-10-30T1510,E,N,SGD,664.0,231.0,895.0
640,543,Onward,JetAirways,DXB,BOM,2015-10-22T2140,2015-10-23T0215,E,Q,SGD,629.0,336.4,965.4
641,70,Onward,JetAirways,BOM,BKK,2015-10-23T0840,2015-10-23T1440,E,Q,SGD,629.0,336.4,965.4
642,61,Return,JetAirways,BKK,BOM,2015-10-30T0855,2015-10-30T1155,E,V,SGD,629.0,336.4,965.4
643,538,Return,JetAirways,BOM,DXB,2015-10-30T1540,2015-10-30T1735,E,V,SGD,629.0,336.4,965.4
644,543,Onward,JetAirways,DXB,BOM,2015-10-22T2140,2015-10-23T0215,E,Q,SGD,629.0,336.4,965.4
645,70,Onward,JetAirways,BOM,BKK,2015-10-23T0840,2015-10-23T1440,E,Q,SGD,629.0,336.4,965.4
646,61,Return,JetAirways,BKK,BOM,2015-10-30T0855,2015-10-30T1155,E,V,SGD,629.0,336.4,965.4
647,544,Return,JetAirways,BOM,DXB,2015-10-30T1850,2015-10-30T2045,E,V,SGD,629.0,336.4,965.4
648,547,Onward,JetAirways,DXB,DEL,2015-10-22T2255,2015-10-23T0355,E,Q,SGD,699.0,336.4,1035.4
649,64,Onward,JetAirways,DEL,BKK,2015-10-23T0805,2015-10-23T1350,E,Q,SGD,699.0,336.4,1035.4
650,63,Return,JetAirways,BKK,DEL,2015-10-30T1535,2015-10-30T1845,E,K,SGD,699.0,336.4,1035.4
651,548,Return,JetAirways,DEL,DXB,2015-10-30T1945,2015-10-30T2220,E,K,SGD,699.0,336.4,1035.4
652,5415,Onward,Etihad,XNB,AUH,2015-10-22T0700,2015-10-22T0820,E,V,SGD,974.7,60.8,1035.5
653,404,Onward,Etihad,AUH,BKK,2015-10-22T1010,2015-10-22T1950,E,V,SGD,974.7,60.8,1035.5
654,403,Return,Etihad,BKK,AUH,2015-10-30T0835,2015-10-30T1230,E,V,SGD,974.7,60.8,1035.5
655,5424,Return,Etihad,AUH,XNB,2015-10-30T1400,2015-10-30T1520,E,V,SGD,974.7,60.8,1035.5
656,491,Onward,Singapore Airlines,DXB,SIN,2015-10-22T1800,2015-10-23T0555,E,W,SGD,571.0,483.8,1054.8
657,970,Onward,Singapore Airlines,SIN,BKK,2015-10-23T0710,2015-10-23T0835,E,W,SGD,571.0,483.8,1054.8
658,977,Return,Singapore Airlines,BKK,SIN,2015-10-30T1540,2015-10-30T1910,E,W,SGD,571.0,483.8,1054.8
659,490,Return,Singapore Airlines,SIN,DXB,2015-10-31T0110,2015-10-31T0510,E,W,SGD,571.0,483.8,1054.8
660,370,Onward,Emirates,DXB,BKK,2015-10-22T1520,2015-10-23T0055,E,K,SGD,505.0,579.8,1084.8
661,371,Return,Emirates,BKK,DXB,2015-10-30T0155,2015-10-30T0545,E,K,SGD,505.0,579.8,1084.8
662,370,Onward,Emirates,DXB,BKK,2015-10-22T1520,2015-10-23T0055,E,K,SGD,505.0,579.8,1084.8
663,373,Return,Emirates,BKK,DXB,2015-10-30T2035,2015-10-31T0050,E,K,SGD,505.0,579.8,1084.8
664,370,Onward,Emirates,DXB,BKK,2015-10-22T1520,2015-10-23T0055,E,K,SGD,505.0,579.8,1084.8
665,375,Return,Emirates,BKK,DXB,2015-10-30T0930,2015-10-30T1315,E,K,SGD,505.0,579.8,1084.8
666,370,Onward,Emirates,DXB,BKK,2015-10-22T1520,2015-10-23T0055,E,K,SGD,505.0,579.8,1084.8
667,377,Return,Emirates,BKK,DXB,2015-10-30T1600,2015-10-30T1955,E,K,SGD,505.0,579.8,1084.8
668,372,Onward,Emirates,DXB,BKK,2015-10-22T0940,2015-10-22T1915,E,K,SGD,505.0,579.8,1084.8
669,371,Return,Emirates,BKK,DXB,2015-10-30T0155,2015-10-30T0545,E,K,SGD,505.0,579.8,1084.8
670,372,Onward,Emirates,DXB,BKK,2015-10-22T0940,2015-10-22T1915,E,K,SGD,505.0,579.8,1084.8
671,373,Return,Emirates,BKK,DXB,2015-10-30T2035,2015-10-31T0050,E,K,SGD,505.0,579.8,1084.8
672,372,Onward,Emirates,DXB,BKK,2015-10-22T0940,2015-10-22T1915,E,K,SGD,505.0,579.8,1084.8
673,375,Return,Emirates,BKK,DXB,2015-10-30T0930,2015-10-30T1315,E,K,SGD,505.0,579.8,1084.8
674,372,Onward,Emirates,DXB,BKK,2015-10-22T0940,2015-10-22T1915,E,K,SGD,505.0,579.8,1084.8
675,377,Return,Emirates,BKK,DXB,2015-10-30T1600,2015-10-30T1955,E,K,SGD,505.0,579.8,1084.8
676,374,Onward,Emirates,DXB,BKK,2015-10-22T2230,2015-10-23T0800,E,K,SGD,505.0,579.8,1084.8
677,371,Return,Emirates,BKK,DXB,2015-10-30T0155,2015-10-30T0545,E,K,SGD,505.0,579.8,1084.8
678,374,Onward,Emirates,DXB,BKK,2015-10-22T2230,2015-10-23T0800,E,K,SGD,505.0,579.8,1084.8
679,373,Return,Emirates,BKK,DXB,2015-10-30T2035,2015-10-31T0050,E,K,SGD,505.0,579.8,1084.8
680,374,Onward,Emirates,DXB,BKK,2015-10-22T2230,2015-10-23T0800,E,K,SGD,505.0,579.8,1084.8
681,375,Return,Emirates,BKK,DXB,2015-10-30T0930,2015-10-30T1315,E,K,SGD,505.0,579.8,1084.8
682,374,Onward,Emirates,DXB,BKK,2015-10-22T2230,2015-10-23T0800,E,K,SGD,505.0,579.8,1084.8
683,377,Return,Emirates,BKK,DXB,2015-10-30T1600,2015-10-30T1955,E,K,SGD,505.0,579.8,1084.8
684,547,Onward,JetAirways,DXB,DEL,2015-10-22T2255,2015-10-23T0355,E,Q,SGD,758.0,336.4,1094.4
685,64,Onward,JetAirways,DEL,BKK,2015-10-23T0805,2015-10-23T1350,E,Q,SGD,758.0,336.4,1094.4
686,67,Return,JetAirways,BKK,BOM,2015-10-30T2135,2015-10-31T0035,E,S,SGD,758.0,336.4,1094.4
687,580,Return,JetAirways,BOM,DXB,2015-10-31T0140,2015-10-31T0335,E,S,SGD,758.0,336.4,1094.4
688,226,Onward,SriLankan,DXB,CMB,2015-10-22T2250,2015-10-23T0500,E,H,SGD,734.35,417.4,1151.75
689,882,Onward,SriLankan,CMB,BKK,2015-10-23T0710,2015-10-23T1210,E,H,SGD,734.35,417.4,1151.75
690,403,Return,SriLankan,BKK,CMB,2015-10-30T0900,2015-10-30T1055,E,S,SGD,734.35,417.4,1151.75
691,225,Return,SriLankan,CMB,DXB,2015-10-30T1840,2015-10-30T2150,E,S,SGD,734.35,417.4,1151.75
692,370,Onward,Emirates,DXB,BKK,2015-10-22T1520,2015-10-23T0055,E,K,SGD,653.0,579.8,1232.8
693,385,Return,Emirates,BKK,DXB,2015-10-30T0105,2015-10-30T0500,E,U,SGD,653.0,579.8,1232.8
694,370,Onward,Emirates,DXB,BKK,2015-10-22T1520,2015-10-23T0055,E,K,SGD,653.0,579.8,1232.8
695,419,Return,Emirates,BKK,DXB,2015-10-30T0225,2015-10-30T0605,E,U,SGD,653.0,579.8,1232.8
696,372,Onward,Emirates,DXB,BKK,2015-10-22T0940,2015-10-22T1915,E,K,SGD,653.0,579.8,1232.8
697,385,Return,Emirates,BKK,DXB,2015-10-30T0105,2015-10-30T0500,E,U,SGD,653.0,579.8,1232.8
698,372,Onward,Emirates,DXB,BKK,2015-10-22T0940,2015-10-22T1915,E,K,SGD,653.0,579.8,1232.8
699,419,Return,Emirates,BKK,DXB,2015-10-30T0225,2015-10-30T0605,E,U,SGD,653.0,579.8,1232.8
700,374,Onward,Emirates,DXB,BKK,2015-10-22T2230,2015-10-23T0800,E,K,SGD,653.0,579.8,1232.8
701,385,Return,Emirates,BKK,DXB,2015-10-30T0105,2015-10-30T0500,E,U,SGD,653.0,579.8,1232.8
702,374,Onward,Emirates,DXB,BKK,2015-10-22T2230,2015-10-23T0800,E,K,SGD,653.0,579.8,1232.8
703,419,Return,Emirates,BKK,DXB,2015-10-30T0225,2015-10-30T0605,E,U,SGD,653.0,579.8,1232.8
704,376,Onward,Emirates,DXB,BKK,2015-10-22T0340,2015-10-22T1300,E,U,SGD,653.0,579.8,1232.8
705,371,Return,Emirates,BKK,DXB,2015-10-30T0155,2015-10-30T0545,E,K,SGD,653.0,579.8,1232.8
706,376,Onward,Emirates,DXB,BKK,2015-10-22T0340,2015-10-22T1300,E,U,SGD,653.0,579.8,1232.8
707,373,Return,Emirates,BKK,DXB,2015-10-30T2035,2015-10-31T0050,E,K,SGD,653.0,579.8,1232.8
708,376,Onward,Emirates,DXB,BKK,2015-10-22T0340,2015-10-22T1300,E,U,SGD,653.0,579.8,1232.8
709,375,Return,Emirates,BKK,DXB,2015-10-30T0930,2015-10-30T1315,E,K,SGD,653.0,579.8,1232.8
710,376,Onward,Emirates,DXB,BKK,2015-10-22T0340,2015-10-22T1300,E,U,SGD,653.0,579.8,1232.8
711,377,Return,Emirates,BKK,DXB,2015-10-30T1600,2015-10-30T1955,E,K,SGD,653.0,579.8,1232.8
712,384,Onward,Emirates,DXB,BKK,2015-10-22T0300,2015-10-22T1230,E,U,SGD,653.0,579.8,1232.8
713,371,Return,Emirates,BKK,DXB,2015-10-30T0155,2015-10-30T0545,E,K,SGD,653.0,579.8,1232.8
714,384,Onward,Emirates,DXB,BKK,2015-10-22T0300,2015-10-22T1230,E,U,SGD,653.0,579.8,1232.8
715,373,Return,Emirates,BKK,DXB,2015-10-30T2035,2015-10-31T0050,E,K,SGD,653.0,579.8,1232.8
716,384,Onward,Emirates,DXB,BKK,2015-10-22T0300,2015-10-22T1230,E,U,SGD,653.0,579.8,1232.8
717,375,Return,Emirates,BKK,DXB,2015-10-30T0930,2015-10-30T1315,E,K,SGD,653.0,579.8,1232.8
718,384,Onward,Emirates,DXB,BKK,2015-10-22T0300,2015-10-22T1230,E,U,SGD,653.0,579.8,1232.8
719,377,Return,Emirates,BKK,DXB,2015-10-30T1600,2015-10-30T1955,E,K,SGD,653.0,579.8,1232.8
720,418,Onward,Emirates,DXB,BKK,2015-10-22T0850,2015-10-22T1810,E,U,SGD,653.0,579.8,1232.8
721,371,Return,Emirates,BKK,DXB,2015-10-30T0155,2015-10-30T0545,E,K,SGD,653.0,579.8,1232.8
722,418,Onward,Emirates,DXB,BKK,2015-10-22T0850,2015-10-22T1810,E,U,SGD,653.0,579.8,1232.8
723,373,Return,Emirates,BKK,DXB,2015-10-30T2035,2015-10-31T0050,E,K,SGD,653.0,579.8,1232.8
724,418,Onward,Emirates,DXB,BKK,2015-10-22T0850,2015-10-22T1810,E,U,SGD,653.0,579.8,1232.8
725,375,Return,Emirates,BKK,DXB,2015-10-30T0930,2015-10-30T1315,E,K,SGD,653.0,579.8,1232.8
726,418,Onward,Emirates,DXB,BKK,2015-10-22T0850,2015-10-22T1810,E,U,SGD,653.0,579.8,1232.8
727,377,Return,Emirates,BKK,DXB,2015-10-30T1600,2015-10-30T1955,E,K,SGD,653.0,579.8,1232.8
728,376,Onward,Emirates,DXB,BKK,2015-10-22T0340,2015-10-22T1300,E,U,SGD,800.0,579.8,1379.8
